id,slot_index,image_url,image_data,name,description,price,is_visible,category,unit,stock_quantity,is_featured,created_at,updated_at,_export_metadata
"e0980b9b-3d56-4136-9cf1-fc181846777e","3","/products_pics/thermometer.jpg","","Digital Thermometer","Fast and accurate digital thermometer with large display. Waterproof design for easy cleaning.","159.75","true","Diagnostic Equipment","piece","2","false",""2025-09-28T06:43:10.053Z"",""2025-12-25T16:47:33.743Z"","{"exported_at":"2026-01-23T19:15:19.814Z","export_job_id":"export_1769195719341_vlvm4mfby","data_type":"products","time_range":"30d"}"
"0cd3bc06-5fac-4de5-a614-cc4cf9196783","4","/products_pics/bp_monitor.jpg","","Blood Pressure Monitor","Automatic blood pressure monitor with large cuff. Memory function for multiple users.","500000.00","true","Diagnostic Equipment","piece","15","true",""2025-09-28T06:43:10.053Z"",""2025-10-01T08:03:35.575Z"","{"exported_at":"2026-01-23T19:15:19.814Z","export_job_id":"export_1769195719341_vlvm4mfby","data_type":"products","time_range":"30d"}"
"8923d7f5-20cd-4724-b58d-949e661ded32","6","/products_pics/first_aid_kit.jpg","","First Aid Kit - Complete","Comprehensive first aid kit with all essential medical supplies. Portable and organized.","75.25","true","Emergency Supplies","kit","10","false",""2025-09-28T06:43:10.053Z"",""2025-09-28T09:54:09.580Z"","{"exported_at":"2026-01-23T19:15:19.814Z","export_job_id":"export_1769195719341_vlvm4mfby","data_type":"products","time_range":"30d"}"
"89204ab5-c3b8-4640-a7e7-7832dc96cce5","7","/products_pics/medical_gloves.jpg","","TESTING PRODUCT ","CHECKING DESCTION","123213.21","true","","","100","false",""2025-09-28T13:29:02.487Z"",""2025-10-04T03:57:07.878Z"","{"exported_at":"2026-01-23T19:15:19.814Z","export_job_id":"export_1769195719341_vlvm4mfby","data_type":"products","time_range":"30d"}"
"b1cabc90-3034-4dc2-adf4-629dc7b43d6d","8","/products_pics/surgical_masks.jpg","","Testing product ","Testing Descritption","12123.20","true","","","100","false",""2025-09-29T10:20:37.587Z"",""2025-10-04T03:57:07.883Z"","{"exported_at":"2026-01-23T19:15:19.814Z","export_job_id":"export_1769195719341_vlvm4mfby","data_type":"products","time_range":"30d"}"
"c7d43fd9-fef8-4cde-bb46-8d79a703f858","9","/products_pics/thermometer.jpg","","test","estset","123213.23","true","","","1","false",""2025-10-02T09:40:58.240Z"",""2025-10-04T03:57:07.888Z"","{"exported_at":"2026-01-23T19:15:19.814Z","export_job_id":"export_1769195719341_vlvm4mfby","data_type":"products","time_range":"30d"}"
"0165156c-18b3-4586-8d0b-cda4dc695831","10","/products_pics/bp_monitor.jpg","","TENTH PRODUCT ","TESTING DECSTIP","12321232.13","true","","","12","false",""2025-10-04T03:46:37.926Z"",""2025-10-04T03:57:07.893Z"","{"exported_at":"2026-01-23T19:15:19.814Z","export_job_id":"export_1769195719341_vlvm4mfby","data_type":"products","time_range":"30d"}"
"ce3fa85c-6580-4a1b-a34f-1258b399bd61","5","/products_pics/stethoscope.jpg","","Stethoscope - Professional","High-quality stethoscope with excellent acoustic performance. Lightweight and durable.","125.00","true","Diagnostic Equipment","piece","0","false",""2025-09-28T06:43:10.053Z"",""2025-11-15T05:13:33.962Z"","{"exported_at":"2026-01-23T19:15:19.814Z","export_job_id":"export_1769195719341_vlvm4mfby","data_type":"products","time_range":"30d"}"
